Rank,DisplayName,Balance,Trades,ProductsTraded,DailyPnl,TotalPnl
1527,Sean,25000.0,0,"",0.0,0.0
1528,Hollywood,25000.0,0,"",0.0,0.0
1529,white,25000.0,0,"",0.0,0.0
1530,Traderg10,25000.0,0,"",0.0,0.0
1531,nut,25000.0,0,"",0.0,0.0
1532,Vasanth,25000.0,0,"",0.0,0.0
1533,ELhusse101,25000.0,0,"",0.0,0.0
1534,hy88usa,25000.0,0,"",0.0,0.0
1535,Hyeonseo Kim,25000.0,0,"",0.0,0.0
1536,Ronix,25000.0,0,"",0.0,0.0
1537,IRDPitt,25000.0,0,"",0.0,0.0
1538,VATS,25000.0,0,"",0.0,0.0
1539,ian,25000.0,0,"",0.0,0.0
1540,Matthew Ibalio,25000.0,0,"",0.0,0.0
1541,AndrewC,25000.0,0,"",0.0,0.0
1542,Mohamed mostapha,25000.0,0,"",0.0,0.0
1543,HOPEx3,25000.0,0,"",0.0,0.0
1544,Sandy,25000.0,0,"",0.0,0.0
1545,Imran Ali,25000.0,0,"",0.0,0.0
1546,Imran Jami,25000.0,0,"",0.0,0.0
1547,Nadia V. Howell,25000.0,0,"",0.0,0.0
1548,I_N,25000.0,0,"",0.0,0.0
1549,mildewd,25000.0,0,"",0.0,0.0
1550,Trader66,25000.0,0,"",0.0,0.0
1551,Muhammad Irfan Z,25000.0,0,"",0.0,0.0
1552,Vin Lpz,25000.0,0,"",0.0,0.0
1553,MackMister,25000.0,0,"",0.0,0.0
1554,Renar G,25000.0,0,"",0.0,0.0
1555,Ismael,25000.0,0,"",0.0,0.0
1556,istanbulluxury,25000.0,0,"",0.0,0.0
1557,Dslm_HarleyQuinn,25000.0,0,"",0.0,0.0
1558,Trading Challenge January 2026,25000.0,0,"",0.0,0.0
1559,HajdukZD,25000.0,0,"",0.0,0.0
1560,Jrob32,25000.0,0,"",0.0,0.0
1561,Yodle,25000.0,0,"",0.0,0.0
1562,Jack Jacobs,25000.0,0,"",0.0,0.0
1563,Jacquline,25000.0,0,"",0.0,0.0
1564,Jalex,25000.0,0,"",0.0,0.0
1565,JT Tradjng,25000.0,0,"",0.0,0.0
1566,NQSNIPAA,25000.0,0,"",0.0,0.0
1567,Jainam Kashyap,25000.0,0,"",0.0,0.0
1568,Tuna55,25000.0,0,"",0.0,0.0
1569,Cryptojane,25000.0,0,"",0.0,0.0
1570,Janina,25000.0,0,"",0.0,0.0
1571,jasmine,25000.0,0,"",0.0,0.0
1572,Jay,25000.0,0,"",0.0,0.0
1573,JaySalvi,25000.0,0,"",0.0,0.0
1574,Jermaine Jeffries,25000.0,0,"",0.0,0.0
1575,TheSpartan,25000.0,0,"",0.0,0.0
1576,JonnyB,25000.0,0,"",0.0,0.0
1577,CxAgent,25000.0,0,"",0.0,0.0
1578,jeffin,25000.0,0,"",0.0,0.0
1579,jefifn,25000.0,0,"",0.0,0.0
1580,Trader46,25000.0,0,"",0.0,0.0
1581,Justin G,25000.0,0,"",0.0,0.0
1582,Siham1983,25000.0,0,"",0.0,0.0
1583,OI,25000.0,0,"",0.0,0.0
1584,JL,25000.0,0,"",0.0,0.0
1585,Jikheim,25000.0,0,"",0.0,0.0
1586,Jim83,25000.0,0,"",0.0,0.0
1587,Jimmy,25000.0,0,"",0.0,0.0
1588,Jin Polyu,25000.0,0,"",0.0,0.0
1589,jjnewby,25000.0,0,"",0.0,0.0
1590,aimwest98,25000.0,0,"",0.0,0.0
1591,jjtechnician,25000.0,0,"",0.0,0.0
1592,Kleiner Castro,25000.0,0,"",0.0,0.0
1593,E,25000.0,0,"",0.0,0.0
1594,Noirestradamus,25000.0,0,"",0.0,0.0
1595,Billiam Hwangus,25000.0,0,"",0.0,0.0
1596,DUKEY19,25000.0,0,"",0.0,0.0
1597,poptrader,25000.0,0,"",0.0,0.0
1598,Natan,25000.0,0,"",0.0,0.0
1599,Jordan1Michael,25000.0,0,"",0.0,0.0
1600,Jonah.JJ,25000.0,0,"",0.0,0.0
1601,jonntran,25000.0,0,"",0.0,0.0
1602,naptime,25000.0,0,"",0.0,0.0
1603,JOSEPHNJENGA,25000.0,0,"",0.0,0.0
1604,JA,25000.0,0,"",0.0,0.0
1605,Jason Raynaud,25000.0,0,"",0.0,0.0
1606,TexasShadow,25000.0,0,"",0.0,0.0
1607,ginseng,25000.0,0,"",0.0,0.0
1608,jslee714,25000.0,0,"",0.0,0.0
1609,JPC,25000.0,0,"",0.0,0.0
1610,Hadi,25000.0,0,"",0.0,0.0
1611,HK Huang Junming,25000.0,0,"",0.0,0.0
1612,Justus Altay Eimermacher,25000.0,0,"",0.0,0.0
1613,jacob,25000.0,0,"",0.0,0.0
1614,Jérome,25000.0,0,"",0.0,0.0
1615,JB,25000.0,0,"",0.0,0.0
1616,B. Ray Valentine,25000.0,0,"",0.0,0.0
1617,Johnny,25000.0,0,"",0.0,0.0
1618,kacha,25000.0,0,"",0.0,0.0
1619,SEA KAH YONG,25000.0,0,"",0.0,0.0
1620,kstrasse,25000.0,0,"",0.0,0.0
1621,kaito,25000.0,0,"",0.0,0.0
1622,Howard _7,25000.0,0,"",0.0,0.0
1623,Kamil Hamdadou,25000.0,0,"",0.0,0.0
1624,Bala,25000.0,0,"",0.0,0.0
1625,Ron,25000.0,0,"",0.0,0.0
1626,Mouli,25000.0,0,"",0.0,0.0
1627,KP,25000.0,0,"",0.0,0.0
1628,Karthik001,25000.0,0,"",0.0,0.0
1629,Cyrillio,25000.0,0,"",0.0,0.0
1630,K2Trades,25000.0,0,"",0.0,0.0
1631,Ninjafxc,25000.0,0,"",0.0,0.0
1632,JChaar,25000.0,0,"",0.0,0.0
1633,Kenyo,25000.0,0,"",0.0,0.0
1634,Katelyn O,25000.0,0,"",0.0,0.0
1635,TSS,25000.0,0,"",0.0,0.0
1636,kennethator,25000.0,0,"",0.0,0.0
1637,Kevin423,25000.0,0,"",0.0,0.0
1638,Kevwessea,25000.0,0,"",0.0,0.0
1639,XtremeKT,25000.0,0,"",0.0,0.0
1640,jan5-11,25000.0,0,"",0.0,0.0
1641,Enric,25000.0,0,"",0.0,0.0
1642,CAESAR KIMANI,25000.0,0,"",0.0,0.0
1643,Trevor King,25000.0,0,"",0.0,0.0
1644,teddy,25000.0,0,"",0.0,0.0
1645,Jered King Trading ,25000.0,0,"",0.0,0.0
1646,Kate Klaehn,25000.0,0,"",0.0,0.0
1647,Kaelon ,25000.0,0,"",0.0,0.0
1648,KT,25000.0,0,"",0.0,0.0
1649,KnightRyder,25000.0,0,"",0.0,0.0
1650,kobbystone,25000.0,0,"",0.0,0.0
1651,aminnah,25000.0,0,"",0.0,0.0
1652,KoreyF,25000.0,0,"",0.0,0.0
1653,Ace66,25000.0,0,"",0.0,0.0
1654,krauzamiodu,25000.0,0,"",0.0,0.0
1655,Kristal,25000.0,0,"",0.0,0.0
1656,KJ,25000.0,0,"",0.0,0.0
1657,kriskon,25000.0,0,"",0.0,0.0
1658,MY ALFRED,25000.0,0,"",0.0,0.0
1659,Grzechonator,25000.0,0,"",0.0,0.0
1660,Kudakwashe Chinake,25000.0,0,"",0.0,0.0
1661,Greek,25000.0,0,"",0.0,0.0
1662,kush,25000.0,0,"",0.0,0.0
1663,Kushal Kothapalli,25000.0,0,"",0.0,0.0
1664,AVY,25000.0,0,"",0.0,0.0
1665,Kvnokari,25000.0,0,"",0.0,0.0
1666,KZ,25000.0,0,"",0.0,0.0
1667,Lachlann,25000.0,0,"",0.0,0.0
1668,Lakhyajyoti Gogoi,25000.0,0,"",0.0,0.0
1669,Vitalii,25000.0,0,"",0.0,0.0
1670,Larry Bullock,25000.0,0,"",0.0,0.0
1671,Laurentiu I,25000.0,0,"",0.0,0.0
1672,Laury027,25000.0,0,"",0.0,0.0
1673,Caltrades,25000.0,0,"",0.0,0.0
1674,SEA ESTEE,25000.0,0,"",0.0,0.0
1675,TW Lu,25000.0,0,"",0.0,0.0
1676,Lenovo,25000.0,0,"",0.0,0.0
1677,LFC10,25000.0,0,"",0.0,0.0
1678,HK leoxy,25000.0,0,"",0.0,0.0
1679,Shirley,25000.0,0,"",0.0,0.0
1680,LS,25000.0,0,"",0.0,0.0
1681,Jack Li,25000.0,0,"",0.0,0.0
1682,Lehan Li,25000.0,0,"",0.0,0.0
1683,MoneyMach34!,25000.0,0,"",0.0,0.0
1684,MisterJ,25000.0,0,"",0.0,0.0
1685,lawrencebarelf,25000.0,0,"",0.0,0.0
1686,Hedged6,25000.0,0,"",0.0,0.0
1687,Dem0,25000.0,0,"",0.0,0.0
1688,Sacha,25000.0,0,"",0.0,0.0
1689,Luca Gardilcic Santorsa,25000.0,0,"",0.0,0.0
1690,LUCIDLIONTRADING,25000.0,0,"",0.0,0.0
1691,Luis Angel Amaro Mendez,25000.0,0,"",0.0,0.0
1692,Lukewho,25000.0,0,"",0.0,0.0
1693,Dr Tabowei Luther Ugochukwu,25000.0,0,"",0.0,0.0
1694,LW,25000.0,0,"",0.0,0.0
1695,Michael Nicola,25000.0,0,"",0.0,0.0
1696,mark,25000.0,0,"",0.0,0.0
1697,Meshal,25000.0,0,"",0.0,0.0
1698,Martin Sobek,25000.0,0,"",0.0,0.0
1699,jatinder singh,25000.0,0,"",0.0,0.0
1700,ILG,25000.0,0,"",0.0,0.0
1701,BERMUDAHEAT,25000.0,0,"",0.0,0.0
1702,Maddy,25000.0,0,"",0.0,0.0
1703,Burniatrix,25000.0,0,"",0.0,0.0
1704,Ktm36,25000.0,0,"",0.0,0.0
1705,MagX,25000.0,0,"",0.0,0.0
1706,Mantra,25000.0,0,"",0.0,0.0
1707,Prabhav0507,25000.0,0,"",0.0,0.0
1708,PADMANABAN,25000.0,0,"",0.0,0.0
1709,Azeem,25000.0,0,"",0.0,0.0
1710,Alex Mamani Gallegos,25000.0,0,"",0.0,0.0
1711,scraz,25000.0,0,"",0.0,0.0
1712,IRWAN,25000.0,0,"",0.0,0.0
1713,Manolosoto,25000.0,0,"",0.0,0.0
1714,MANTRA,25000.0,0,"",0.0,0.0
1715,Moises,25000.0,0,"",0.0,0.0
1716,aasim,25000.0,0,"",0.0,0.0
1717,Marcelo Ferreira,25000.0,0,"",0.0,0.0
1718,CarlosMauricio,25000.0,0,"",0.0,0.0
1719,AERIS7,25000.0,0,"",0.0,0.0
1720,M,25000.0,0,"",0.0,0.0
1721,Lincoln,25000.0,0,"",0.0,0.0
1722,mj,25000.0,0,"",0.0,0.0
1723,Mark Gay,25000.0,0,"",0.0,0.0
1724,moulay10,25000.0,0,"",0.0,0.0
1725,BlazinGanja,25000.0,0,"",0.0,0.0
1726,rick2riches,25000.0,0,"",0.0,0.0
1727,QuantamentalMacro,25000.0,0,"",0.0,0.0
1728,aweizonme,25000.0,0,"",0.0,0.0
1729,Dodo,25000.0,0,"",0.0,0.0
1730,mathgutt,25000.0,0,"",0.0,0.0
1731,mqzpt,25000.0,0,"",0.0,0.0
1732,MAT,25000.0,0,"",0.0,0.0
1733,Matt,25000.0,0,"",0.0,0.0
1734,SAVVO TRON,25000.0,0,"",0.0,0.0
1735,Mattia,25000.0,0,"",0.0,0.0
1736,Maverick Maeda,25000.0,0,"",0.0,0.0
1737,M.Sab,25000.0,0,"",0.0,0.0
1738,Mayur Malgear,25000.0,0,"",0.0,0.0
1739,Heat,25000.0,0,"",0.0,0.0
1740,Matty Light,25000.0,0,"",0.0,0.0
1741,Monu Chouhan,25000.0,0,"",0.0,0.0
1742,Dan Trader,25000.0,0,"",0.0,0.0
1743,MOUAD RYAHI,25000.0,0,"",0.0,0.0
1744,SuperMario3,25000.0,0,"",0.0,0.0
1745,MDN,25000.0,0,"",0.0,0.0
1746,apurv007,25000.0,0,"",0.0,0.0
1747,von,25000.0,0,"",0.0,0.0
1748,Prince_,25000.0,0,"",0.0,0.0
1749,Marcos432,25000.0,0,"",0.0,0.0
1750,MikeH,25000.0,0,"",0.0,0.0
1751,Mm,25000.0,0,"",0.0,0.0
1752,Mohammed Hossain,25000.0,0,"",0.0,0.0
1753,Boer Miao,25000.0,0,"",0.0,0.0
1754,the notorious l.o.s.e.r,25000.0,0,"",0.0,0.0
1755,Schmike,25000.0,0,"",0.0,0.0
1756,Popsyboy,25000.0,0,"",0.0,0.0
1757,michaelip17,25000.0,0,"",0.0,0.0
1758,Michaelin007,25000.0,0,"",0.0,0.0
1759,KizumaTrading,25000.0,0,"",0.0,0.0
1760,MENG FANG LEE,25000.0,0,"",0.0,0.0
1761,Miguel,25000.0,0,"",0.0,0.0
1762,Michael,25000.0,0,"",0.0,0.0
1763,mikeybanfield698@gmail.com,25000.0,0,"",0.0,0.0
1764,Korte,25000.0,0,"",0.0,0.0
1765,Mire,25000.0,0,"",0.0,0.0
1766,Johnny,25000.0,0,"",0.0,0.0
1767,mega28,25000.0,0,"",0.0,0.0
1768,Michelle,25000.0,0,"",0.0,0.0
1769,Me,25000.0,0,"",0.0,0.0
1770,ManWan,25000.0,0,"",0.0,0.0
1771,mmederos,25000.0,0,"",0.0,0.0
1772,memonaco,25000.0,0,"",0.0,0.0
1773,Marwan,25000.0,0,"",0.0,0.0
1774,WIZNOFEAR,25000.0,0,"",0.0,0.0
1775,Mohit,25000.0,0,"",0.0,0.0
1776,Mohit Kumar Agarwal,25000.0,0,"",0.0,0.0
1777,Moiz,25000.0,0,"",0.0,0.0
1778,MondiX,25000.0,0,"",0.0,0.0
1779,HeyMon2020,25000.0,0,"",0.0,0.0
1780,monicali,25000.0,0,"",0.0,0.0
1781,Jmonroe2024,25000.0,0,"",0.0,0.0
1782,Monomonz,25000.0,0,"",0.0,0.0
1783,"Yeo Zhi Yin, Morgan (CGSI Singapore Futures)",25000.0,0,"",0.0,0.0
1784,Eunice nyakina,25000.0,0,"",0.0,0.0
1785,tsm176,25000.0,0,"",0.0,0.0
1786,resilienttrader5,25000.0,0,"",0.0,0.0
1787,mouta,25000.0,0,"",0.0,0.0
1788,Mridul Garg,25000.0,0,"",0.0,0.0
1789,Imaverb,25000.0,0,"",0.0,0.0
1790,Tazeen,25000.0,0,"",0.0,0.0
1791,Mihir Subramaniam,25000.0,0,"",0.0,0.0
1792,Minato,25000.0,0,"",0.0,0.0
1793,Muhammad,25000.0,0,"",0.0,0.0
1794,Muhammad Sobah,25000.0,0,"",0.0,0.0
1795,Muhammad Mahmood,25000.0,0,"",0.0,0.0
1796,mukunthan,25000.0,0,"",0.0,0.0
1797,Munsaf ali,25000.0,0,"",0.0,0.0
1798,Zeekay,25000.0,0,"",0.0,0.0
1799,Mosha24,25000.0,0,"",0.0,0.0
1800,Marthy,25000.0,0,"",0.0,0.0
1801,Tahini,25000.0,0,"",0.0,0.0
1802,MochaTrdz,25000.0,0,"",0.0,0.0
1803,ddpusy,25000.0,0,"",0.0,0.0
1804,Naganooka Gali,25000.0,0,"",0.0,0.0
1805,Dagon,25000.0,0,"",0.0,0.0
1806,Najmul Hossain,25000.0,0,"",0.0,0.0
1807,nandan bhut,25000.0,0,"",0.0,0.0
1808,SHER ALI,25000.0,0,"",0.0,0.0
1809,Naren,25000.0,0,"",0.0,0.0
1810,Fox555,25000.0,0,"",0.0,0.0
1811,YoungestNate,25000.0,0,"",0.0,0.0
1812,natha,25000.0,0,"",0.0,0.0
1813,NathanC,25000.0,0,"",0.0,0.0
1814,nhj,25000.0,0,"",0.0,0.0
1815,NB,25000.0,0,"",0.0,0.0
1816,Ne,25000.0,0,"",0.0,0.0
1817,Dan N,25000.0,0,"",0.0,0.0
1818,Nhalege LLC,25000.0,0,"",0.0,0.0
1819,NicesonJoe,25000.0,0,"",0.0,0.0
1820,Nicholas Alan NYC,25000.0,0,"",0.0,0.0
1821,Nicholle,25000.0,0,"",0.0,0.0
1822,Nick,25000.0,0,"",0.0,0.0
1823,TW Nicki Tsai,25000.0,0,"",0.0,0.0
1824,trader,25000.0,0,"",0.0,0.0
1825,Mishu,25000.0,0,"",0.0,0.0
1826,ninad lohar,25000.0,0,"",0.0,0.0
1827,HenryTradesForex,25000.0,0,"",0.0,0.0
1828,Nipur Chowdhury.,25000.0,0,"",0.0,0.0
1829,nir1218,25000.0,0,"",0.0,0.0
1830,nkanyiso,25000.0,0,"",0.0,0.0
1831,Richself,25000.0,0,"",0.0,0.0
1832,Nomunbileg,25000.0,0,"",0.0,0.0
1833,Norman C Layne,25000.0,0,"",0.0,0.0
1834,Notyl,25000.0,0,"",0.0,0.0
1835,Nikhil soni,25000.0,0,"",0.0,0.0
1836,nurbek_m1,25000.0,0,"",0.0,0.0
1837,SEA Kuaizah Adenan,25000.0,0,"",0.0,0.0
1838,masonray96,25000.0,0,"",0.0,0.0
1839,Noel Zimmerman ,25000.0,0,"",0.0,0.0
1840,showbizznobluff,25000.0,0,"",0.0,0.0
1841,Obi,25000.0,0,"",0.0,0.0
1842,D-Money,25000.0,0,"",0.0,0.0
1843,Oleh,25000.0,0,"",0.0,0.0
1844,OJA,25000.0,0,"",0.0,0.0
1845,oliver_bc,25000.0,0,"",0.0,0.0
1846,Manthis,25000.0,0,"",0.0,0.0
1847,Oleg Moroz,25000.0,0,"",0.0,0.0
1848,Omar Dandare,25000.0,0,"",0.0,0.0
1849,Orlando G,25000.0,0,"",0.0,0.0
1850,Kaushil,25000.0,0,"",0.0,0.0
1851,Elvis Correa,25000.0,0,"",0.0,0.0
1852,Ope' Osiyemi,25000.0,0,"",0.0,0.0
1853,Opendra singh,25000.0,0,"",0.0,0.0
1854,Orhan,25000.0,0,"",0.0,0.0
1855,Oscar,25000.0,0,"",0.0,0.0
1856,Erick,25000.0,0,"",0.0,0.0
1857,pankz,25000.0,0,"",0.0,0.0
1858,Paolo Del Piero,25000.0,0,"",0.0,0.0
1859,Paper,25000.0,0,"",0.0,0.0
1860,Kaysis,25000.0,0,"",0.0,0.0
1861,qwenzy_6,25000.0,0,"",0.0,0.0
1862,VIRA,25000.0,0,"",0.0,0.0
1863,pmguerraz,25000.0,0,"",0.0,0.0
1864,Bat.us26,25000.0,0,"",0.0,0.0
1865,Razrtek,25000.0,0,"",0.0,0.0
1866,paul armstrong,25000.0,0,"",0.0,0.0
1867,Valerio Pappalardo,25000.0,0,"",0.0,0.0
1868,Pedro,25000.0,0,"",0.0,0.0
1869,Gabri_trd,25000.0,0,"",0.0,0.0
1870,Pedrucco,25000.0,0,"",0.0,0.0
1871,Fernando ,25000.0,0,"",0.0,0.0
1872,Fibo,25000.0,0,"",0.0,0.0
1873,Peter Graven,25000.0,0,"",0.0,0.0
1874,PJL,25000.0,0,"",0.0,0.0
1875,Phani Thota,25000.0,0,"",0.0,0.0
1876,farman,25000.0,0,"",0.0,0.0
1877,Minseok Martin Choi,25000.0,0,"",0.0,0.0
1878,ThCloud,25000.0,0,"",0.0,0.0
1879,Mazurofgod,25000.0,0,"",0.0,0.0
1880,pablolopse,25000.0,0,"",0.0,0.0
1881,POD,25000.0,0,"",0.0,0.0
1882,TraderPR,25000.0,0,"",0.0,0.0
1883,prabu37,25000.0,0,"",0.0,0.0
1884,Pradeep Kumar,25000.0,0,"",0.0,0.0
1885,Pranay walde,25000.0,0,"",0.0,0.0
1886,prashant4u,25000.0,0,"",0.0,0.0
1887,Prayag,25000.0,0,"",0.0,0.0
1888,Prayas Dhargave,25000.0,0,"",0.0,0.0
1889,Presentdream,25000.0,0,"",0.0,0.0
1890,Prince,25000.0,0,"",0.0,0.0
1891,pj,25000.0,0,"",0.0,0.0
1892,vikas,25000.0,0,"",0.0,0.0
1893,LMJ,25000.0,0,"",0.0,0.0
1894,Miss_P,25000.0,0,"",0.0,0.0
1895,Pseudo,25000.0,0,"",0.0,0.0
1896,Putu gunastra,25000.0,0,"",0.0,0.0
1897,Pavan,25000.0,0,"",0.0,0.0
1898,Priyank,25000.0,0,"",0.0,0.0
1899,MAPDRO.COM,25000.0,0,"",0.0,0.0
1900,Quam,25000.0,0,"",0.0,0.0
1901,Ravi Bora,25000.0,0,"",0.0,0.0
1902,Raafat Marq,25000.0,0,"",0.0,0.0
1903,R R,25000.0,0,"",0.0,0.0
1904,CornPopper,25000.0,0,"",0.0,0.0
1905,Raghav,25000.0,0,"",0.0,0.0
1906,rahultrivedi99,25000.0,0,"",0.0,0.0
1907,Rainier Mendoza,25000.0,0,"",0.0,0.0
1908,TakeTheTrade,25000.0,0,"",0.0,0.0
1909,Ind275,25000.0,0,"",0.0,0.0
1910,Raj,25000.0,0,"",0.0,0.0
1911,raj,25000.0,0,"",0.0,0.0
1912,arun_r,25000.0,0,"",0.0,0.0
1913,Ritu Singh,25000.0,0,"",0.0,0.0
1914,Lemming_FFM,25000.0,0,"",0.0,0.0
1915,Ramin,25000.0,0,"",0.0,0.0
1916,Ramon de Oliveira,25000.0,0,"",0.0,0.0
1917,Ramsiz,25000.0,0,"",0.0,0.0
1918,BerghoffZenf,25000.0,0,"",0.0,0.0
1919,Bethie,25000.0,0,"",0.0,0.0
1920,RANX,25000.0,0,"",0.0,0.0
1921,Raphael Kabemba,25000.0,0,"",0.0,0.0
1922,Raul Garcia,25000.0,0,"",0.0,0.0
1923,RTXT,25000.0,0,"",0.0,0.0
1924,Abdul Razak,25000.0,0,"",0.0,0.0
1925,VADay,25000.0,0,"",0.0,0.0
1926,Ron C,25000.0,0,"",0.0,0.0
1927,BRIGHT,25000.0,0,"",0.0,0.0
1928,readytowin,25000.0,0,"",0.0,0.0
1929,leelion,25000.0,0,"",0.0,0.0
1930,Francis,25000.0,0,"",0.0,0.0
1931,rado09,25000.0,0,"",0.0,0.0
1932,Reid,25000.0,0,"",0.0,0.0
1933,Roberto Eidson,25000.0,0,"",0.0,0.0
1934,DJ,25000.0,0,"",0.0,0.0
1935,Gervas,25000.0,0,"",0.0,0.0
1936,skydreamer,25000.0,0,"",0.0,0.0
1937,repaJoe,25000.0,0,"",0.0,0.0
1938,rew326,25000.0,0,"",0.0,0.0
1939,REYANSH,25000.0,0,"",0.0,0.0
1940,Ray,25000.0,0,"",0.0,0.0
1941,mouser2000,25000.0,0,"",0.0,0.0
1942,Rishabh Dev Bhardwaj,25000.0,0,"",0.0,0.0
1943,RishiFutures,25000.0,0,"",0.0,0.0
1944,Ritesh1089,25000.0,0,"",0.0,0.0
1945,Ritz,25000.0,0,"",0.0,0.0
1946,Peelicker,25000.0,0,"",0.0,0.0
1947,Winter Koala,25000.0,0,"",0.0,0.0
1948,Ram Kammela,25000.0,0,"",0.0,0.0
1949,Rado Cahya Ramadhany,25000.0,0,"",0.0,0.0
1950,njugush,25000.0,0,"",0.0,0.0
1951,RD,25000.0,0,"",0.0,0.0
1952,TWPO HANSU,25000.0,0,"",0.0,0.0
1953,Bobby Blue Eyes,25000.0,0,"",0.0,0.0
1954,BobK,25000.0,0,"",0.0,0.0
1955,Robenson Jean,25000.0,0,"",0.0,0.0
1956,DatDudeRob,25000.0,0,"",0.0,0.0
1957,Rocket,25000.0,0,"",0.0,0.0
1958,Razx,25000.0,0,"",0.0,0.0
1959,Red Dot,25000.0,0,"",0.0,0.0
1960,Yo-ron,25000.0,0,"",0.0,0.0
1961,Ron CL,25000.0,0,"",0.0,0.0
1962,RowzTrades,25000.0,0,"",0.0,0.0
1963,Rory Gardner,25000.0,0,"",0.0,0.0
1964,RoySmith75,25000.0,0,"",0.0,0.0
1965,Rishi P,25000.0,0,"",0.0,0.0
1966,Ophelia,25000.0,0,"",0.0,0.0
1967,Rudy sugiarto,25000.0,0,"",0.0,0.0
1968,pops10k,25000.0,0,"",0.0,0.0
1969,kamalrupal,25000.0,0,"",0.0,0.0
1970,dominickjohnson5,25000.0,0,"",0.0,0.0
1971,Ninh Vu,25000.0,0,"",0.0,0.0
1972,Sabatino,25000.0,0,"",0.0,0.0
1973,Sabrina,25000.0,0,"",0.0,0.0
1974,Sagar,25000.0,0,"",0.0,0.0
1975,Ruin,25000.0,0,"",0.0,0.0
1976,Sahanur Basyal,25000.0,0,"",0.0,0.0
1977,sach,25000.0,0,"",0.0,0.0
1978,esquireman7,25000.0,0,"",0.0,0.0
1979,Salah Khazzam,25000.0,0,"",0.0,0.0
1980,SAMAI,25000.0,0,"",0.0,0.0
1981,Samantha Pinlac,25000.0,0,"",0.0,0.0
1982,Mohammad Salman,25000.0,0,"",0.0,0.0
1983,Sami,25000.0,0,"",0.0,0.0
1984,Dollgirl,25000.0,0,"",0.0,0.0
1985,bubbles,25000.0,0,"",0.0,0.0
1986,sami,25000.0,0,"",0.0,0.0
1987,jevestobs,25000.0,0,"",0.0,0.0
1988,Samuel J. F,25000.0,0,"",0.0,0.0
1989,cswan,25000.0,0,"",0.0,0.0
1990,Skyler,25000.0,0,"",0.0,0.0
1991,Sanket the boss,25000.0,0,"",0.0,0.0
1992,Santhosh,25000.0,0,"",0.0,0.0
1993,Thomas Santos,25000.0,0,"",0.0,0.0
1994,Saone,25000.0,0,"",0.0,0.0
1995,Achille Sariaka Tsiory,25000.0,0,"",0.0,0.0
1996,Sarvesh,25000.0,0,"",0.0,0.0
1997,unBEARaBULL,25000.0,0,"",0.0,0.0
1998,Niyaa,25000.0,0,"",0.0,0.0
1999,or17,25000.0,0,"",0.0,0.0
2000,Saurabh,25000.0,0,"",0.0,0.0
2001,bhargav,25000.0,0,"",0.0,0.0
2002,Sainteli Bouenda,25000.0,0,"",0.0,0.0
2003,SRBChicago,25000.0,0,"",0.0,0.0
2004,LongJohn,25000.0,0,"",0.0,0.0
2005,Spencer C,25000.0,0,"",0.0,0.0
2006,Sanchay Devnath,25000.0,0,"",0.0,0.0
2007,Rik.C,25000.0,0,"",0.0,0.0
2008,Sean Banana,25000.0,0,"",0.0,0.0
2009,CaissaTrader,25000.0,0,"",0.0,0.0
2010,selmanizmirli,25000.0,0,"",0.0,0.0
2011,Sethc2116,25000.0,0,"",0.0,0.0
2012,Seun,25000.0,0,"",0.0,0.0
2013,Krutarth Shah,25000.0,0,"",0.0,0.0
2014,Shahzad Ahmad,25000.0,0,"",0.0,0.0
2015,ShadoJax,25000.0,0,"",0.0,0.0
2016,Tuhin,25000.0,0,"",0.0,0.0
2017,staples,25000.0,0,"",0.0,0.0
2018,Shaun,25000.0,0,"",0.0,0.0
2019,DrosyJock,25000.0,0,"",0.0,0.0
2020,SW Trading Journey PH,25000.0,0,"",0.0,0.0
2021,Polar Bull,25000.0,0,"",0.0,0.0
2022,Shivam Shah,25000.0,0,"",0.0,0.0
2023,Shreyash,25000.0,0,"",0.0,0.0
2024,Shritan,25000.0,0,"",0.0,0.0
2025,joker,25000.0,0,"",0.0,0.0
2026,Sv_nsk24,25000.0,0,"",0.0,0.0
2027,NSV873,25000.0,0,"",0.0,0.0
2028,Siddharth Reddy,25000.0,0,"",0.0,0.0
2029,Siddhi,25000.0,0,"",0.0,0.0
2030,sh1234,25000.0,0,"",0.0,0.0
2031,Commandox,25000.0,0,"",0.0,0.0
2032,EEDSN,25000.0,0,"",0.0,0.0
2033,Sima,25000.0,0,"",0.0,0.0
2034,ck018,25000.0,0,"",0.0,0.0
2035,BONG SIN KHET,25000.0,0,"",0.0,0.0
2036,Sindha S,25000.0,0,"",0.0,0.0
2037,SJA,25000.0,0,"",0.0,0.0
2038,SADMAN ZARIF,25000.0,0,"",0.0,0.0
2039,mslucus2u,25000.0,0,"",0.0,0.0
2040,Solaiman,25000.0,0,"",0.0,0.0
2041,Somanadh,25000.0,0,"",0.0,0.0
2042,Sop,25000.0,0,"",0.0,0.0
2043,Jade007,25000.0,0,"",0.0,0.0
2044,Sods5419,25000.0,0,"",0.0,0.0
2045,SB,25000.0,0,"",0.0,0.0
2046,theo,25000.0,0,"",0.0,0.0
2047,Bullstreet,25000.0,0,"",0.0,0.0
2048,sreshth,25000.0,0,"",0.0,0.0
2049,Sktrader,25000.0,0,"",0.0,0.0
2050,MackMaster,25000.0,0,"",0.0,0.0
2051,MrMohit,25000.0,0,"",0.0,0.0
